symbol	Geneid	cardiomyocytes_probability	cardiomyocytes_distance	cardiomyocytes_p_value	cardiomyocytes_FDR	cardiomyocytes_rank	endothelial cells_probability	endothelial cells_distance	endothelial cells_p_value	endothelial cells_FDR	endothelial cells_rank	fibroblasts_probability	fibroblasts_distance	fibroblasts_p_value	fibroblasts_FDR	fibroblasts_rank	cardiomyocytes_exp	endothelial cells_exp	fibroblasts_exp
EPB41L1	ENSG00000088367	0.853	1.761	0.223	1.0	3042	0.793	1.341	0.366	1.0	3882	0.861	1.825	0.205	1.0	3074	-0.648	-1.169	0.069
SULT1A1	ENSG00000196502	0.853	1.76	0.224	1.0	3043	0.922	2.472	0.07	0.514	2150	0.927	2.541	0.062	0.454	2132	3.517	4.777	4.69
ZBTB2	ENSG00000181472	0.853	1.76	0.224	1.0	3044	0.879	1.982	0.163	0.918	2784	0.738	1.034	0.486	1.0	4433	1.782	2.264	0.642
MLNR	ENSG00000102539	0.853	1.76	0.224	1.0	3045	0.094	-2.271	0.999	1.0	12561	0.23	-1.211	0.986	1.0	10019	-2.538	-9.921	-6.795
PANK4	ENSG00000157881	0.853	1.76	0.224	1.0	3046	0.77	1.21	0.417	1.0	4139	0.65	0.62	0.648	1.0	5361	3.401	2.211	1.222
MFAP2	ENSG00000117122	0.853	1.759	0.224	1.0	3047	0.972	3.553	0.005	0.071	1173	0.998	6.044	0.0	0.0	331	-1.634	2.266	6.688
MRO	ENSG00000134042	0.853	1.758	0.224	1.0	3048	0.14	-1.816	0.998	1.0	11617	0.271	-0.989	0.977	1.0	9405	1.369	-5.52	-3.244
ASF1A	ENSG00000111875	0.853	1.757	0.225	1.0	3049	0.878	1.973	0.165	0.928	2795	0.918	2.419	0.078	0.54	2262	4.526	4.716	5.301
CATSPER2	ENSG00000166762	0.853	1.757	0.225	1.0	3050	0.808	1.435	0.332	1.0	3685	0.834	1.615	0.269	1.0	3407	0.026	-0.377	0.247
KLHL21	ENSG00000162413	0.853	1.757	0.225	1.0	3051	0.504	0.016	0.838	1.0	6911	0.797	1.365	0.357	1.0	3788	5.666	1.918	4.367
PRR13	ENSG00000205352	0.853	1.756	0.225	1.0	3052	0.944	2.831	0.034	0.295	1781	0.941	2.775	0.038	0.316	1884	7.466	9.031	8.299
CCDC110	ENSG00000168491	0.853	1.756	0.225	1.0	3053	0.635	0.554	0.672	1.0	5586	0.842	1.676	0.249	1.0	3308	1.081	-1.147	1.21
ZSWIM6	ENSG00000130449	0.853	1.756	0.225	1.0	3054	0.714	0.917	0.533	1.0	4752	0.426	-0.297	0.903	1.0	7637	-0.209	-1.595	-3.301
CCDC8	ENSG00000169515	0.853	1.755	0.225	1.0	3055	0.421	-0.319	0.906	1.0	7802	0.793	1.34	0.367	1.0	3835	6.254	1.797	4.804
IQUB	ENSG00000164675	0.853	1.755	0.225	1.0	3056	0.833	1.605	0.272	1.0	3371	0.589	0.358	0.739	1.0	5982	-1.103	-1.052	-2.87
YRDC	ENSG00000196449	0.852	1.754	0.225	1.0	3057	0.928	2.556	0.06	0.458	2052	0.899	2.19	0.117	0.722	2538	3.052	4.536	3.711
RASAL3	ENSG00000105122	0.852	1.754	0.225	1.0	3058	0.823	1.539	0.295	1.0	3481	0.727	0.979	0.508	1.0	4553	-0.371	-0.524	-1.187
SEM1	ENSG00000127922	0.852	1.753	0.226	1.0	3059	0.888	2.071	0.142	0.836	2665	0.915	2.375	0.085	0.573	2315	9.115	9.034	8.934
IQSEC2	ENSG00000124313	0.852	1.753	0.226	1.0	3060	0.88	1.994	0.16	0.907	2768	0.202	-1.371	0.991	1.0	10437	-2.206	-1.278	-6.795
PTPN20	ENSG00000204179	0.852	1.752	0.226	1.0	3061	0.301	-0.844	0.967	1.0	9203	0.655	0.64	0.641	1.0	5313	1.345	-3.63	-0.389
SLC39A8	ENSG00000138821	0.852	1.752	0.226	1.0	3062	0.67	0.706	0.616	1.0	5221	0.623	0.501	0.691	1.0	5625	2.166	0.134	0.03
PWWP3B	ENSG00000157502	0.852	1.751	0.226	1.0	3063	0.953	3.011	0.022	0.217	1601	0.934	2.65	0.049	0.385	2011	1.763	4.275	3.485
SLC25A39	ENSG00000013306	0.852	1.749	0.227	1.0	3064	0.891	2.096	0.136	0.81	2639	0.845	1.696	0.243	1.0	3279	5.132	5.515	4.53
KLHL3	ENSG00000146021	0.852	1.748	0.227	1.0	3065	0.667	0.695	0.62	1.0	5250	0.625	0.513	0.687	1.0	5594	2.245	0.191	0.121
CES2	ENSG00000172831	0.852	1.748	0.227	1.0	3066	0.683	0.767	0.592	1.0	5072	0.645	0.599	0.656	1.0	5404	4.739	2.571	2.288
ZNF827	ENSG00000151612	0.852	1.748	0.227	1.0	3067	0.73	0.993	0.503	1.0	4591	0.764	1.173	0.431	1.0	4161	1.617	0.207	0.772
DAND5	ENSG00000179284	0.852	1.748	0.227	1.0	3068	0.283	-0.929	0.973	1.0	9434	0.375	-0.509	0.934	1.0	8194	4.407	-1.039	0.072
FAM50A	ENSG00000071859	0.852	1.747	0.228	1.0	3069	0.829	1.578	0.282	1.0	3414	0.892	2.108	0.134	0.793	2648	7.221	6.385	6.946
SLC39A10	ENSG00000196950	0.851	1.746	0.228	1.0	3070	0.918	2.416	0.078	0.552	2229	0.94	2.756	0.04	0.324	1913	0.416	1.913	2.591
ALPL	ENSG00000162551	0.851	1.745	0.228	1.0	3071	0.904	2.241	0.107	0.685	2456	0.686	0.783	0.586	1.0	4960	-1.716	-0.344	-2.6
EDEM1	ENSG00000134109	0.851	1.745	0.228	1.0	3072	0.933	2.636	0.051	0.406	1967	0.922	2.465	0.071	0.505	2221	-0.03	1.942	1.718
SLC25A23	ENSG00000125648	0.851	1.745	0.228	1.0	3073	0.54	0.162	0.799	1.0	6554	0.631	0.537	0.678	1.0	5538	4.189	0.902	1.74
PRRC2A	ENSG00000204469	0.851	1.743	0.229	1.0	3074	0.819	1.509	0.305	1.0	3531	0.629	0.528	0.682	1.0	5566	0.94	0.62	-0.891
LGI3	ENSG00000168481	0.851	1.743	0.229	1.0	3075	0.043	-3.097	1.0	1.0	13926	0.737	1.032	0.487	1.0	4444	-0.781	-9.921	-1.406
HIBCH	ENSG00000198130	0.851	1.741	0.229	1.0	3076	0.881	2.002	0.158	0.898	2762	0.903	2.227	0.11	0.693	2489	5.173	5.382	5.51
GPR61	ENSG00000156097	0.851	1.74	0.23	1.0	3077	0.869	1.891	0.187	1.0	2922	0.976	3.713	0.003	0.045	1152	-1.953	-1.231	2.365
SLC29A1	ENSG00000112759	0.851	1.74	0.23	1.0	3078	0.825	1.551	0.291	1.0	3454	0.866	1.869	0.192	1.0	2999	4.703	4.083	4.505
BHMT2	ENSG00000132840	0.851	1.74	0.23	1.0	3079	0.613	0.458	0.706	1.0	5822	0.892	2.11	0.134	0.793	2642	2.629	0.088	3.252
DIRAS1	ENSG00000176490	0.851	1.74	0.23	1.0	3080	0.318	-0.762	0.961	1.0	8986	0.23	-1.206	0.986	1.0	10009	3.594	-1.426	-1.795
ATP11B	ENSG00000058063	0.85	1.738	0.23	1.0	3081	0.803	1.406	0.342	1.0	3735	0.758	1.143	0.443	1.0	4224	0.764	0.267	0.049
WDR13	ENSG00000101940	0.85	1.737	0.231	1.0	3082	0.886	2.051	0.147	0.854	2692	0.86	1.816	0.207	1.0	3093	5.778	6.03	5.284
PLEK	ENSG00000115956	0.85	1.737	0.231	1.0	3083	0.861	1.825	0.205	1.0	3030	0.746	1.078	0.469	1.0	4348	0.016	0.416	-0.667
AXL	ENSG00000167601	0.85	1.737	0.231	1.0	3084	0.784	1.288	0.387	1.0	3984	0.975	3.666	0.004	0.051	1187	-0.029	-0.674	3.844
POLDIP2	ENSG00000004142	0.85	1.736	0.231	1.0	3085	0.733	1.011	0.496	1.0	4557	0.812	1.461	0.322	1.0	3645	6.292	4.464	5.079
MFSD2A	ENSG00000168389	0.85	1.736	0.231	1.0	3086	0.037	-3.246	1.0	1.0	14150	0.101	-2.184	0.999	1.0	12327	-0.471	-9.921	-6.795
DPYSL3	ENSG00000113657	0.85	1.735	0.231	1.0	3087	0.933	2.639	0.051	0.405	1963	0.925	2.507	0.066	0.476	2173	-0.64	1.42	1.316
LGR4	ENSG00000205213	0.85	1.735	0.231	1.0	3088	0.515	0.061	0.826	1.0	6808	0.899	2.189	0.117	0.724	2539	1.893	-1.34	2.804
ATP5F1C	ENSG00000165629	0.85	1.735	0.231	1.0	3089	0.785	1.297	0.383	1.0	3957	0.86	1.815	0.208	1.0	3096	8.747	7.23	7.689
DCAF5	ENSG00000139990	0.85	1.734	0.231	1.0	3090	0.815	1.485	0.314	1.0	3576	0.761	1.156	0.438	1.0	4190	2.896	2.344	1.801
SLC39A14	ENSG00000104635	0.85	1.734	0.231	1.0	3091	0.671	0.712	0.613	1.0	5204	0.677	0.74	0.602	1.0	5066	3.811	1.657	1.81
PTPRG	ENSG00000144724	0.85	1.734	0.232	1.0	3092	0.946	2.854	0.032	0.284	1760	0.915	2.38	0.084	0.57	2306	-2.765	-0.067	-0.622
ROMO1	ENSG00000125995	0.85	1.734	0.232	1.0	3093	0.871	1.907	0.182	0.987	2896	0.931	2.6	0.055	0.417	2061	11.272	10.69	11.11
SSX2IP	ENSG00000117155	0.85	1.732	0.232	1.0	3094	0.616	0.472	0.701	1.0	5791	0.898	2.171	0.121	0.739	2561	3.906	1.278	4.405
DCUN1D1	ENSG00000043093	0.85	1.732	0.232	1.0	3095	0.856	1.783	0.217	1.0	3088	0.881	2.002	0.158	0.887	2795	3.425	3.405	3.721
LIN28B	ENSG00000187772	0.85	1.731	0.232	1.0	3096	0.998	6.274	0.0	0.0	241	0.988	4.42	0.0	0.006	801	-14.845	-4.229	-6.795
FGF23	ENSG00000118972	0.849	1.731	0.232	1.0	3097	0.086	-2.359	1.0	1.0	12716	0.966	3.355	0.009	0.103	1407	-2.413	-9.921	1.381
GAPDH	ENSG00000111640	0.849	1.73	0.233	1.0	3098	0.798	1.376	0.353	1.0	3800	0.867	1.871	0.192	1.0	2994	9.738	8.282	8.593
PYGB	ENSG00000100994	0.849	1.73	0.233	1.0	3099	0.716	0.922	0.531	1.0	4737	0.769	1.203	0.42	1.0	4111	3.855	2.113	2.667
HSPA2	ENSG00000126803	0.849	1.73	0.233	1.0	3100	0.808	1.439	0.33	1.0	3675	0.789	1.317	0.376	1.0	3881	5.242	4.369	3.987
NOTCH3	ENSG00000074181	0.849	1.729	0.233	1.0	3101	0.891	2.105	0.135	0.804	2623	0.878	1.97	0.166	0.916	2842	-0.27	0.723	0.683
SNPH	ENSG00000101298	0.849	1.729	0.233	1.0	3102	0.352	-0.612	0.947	1.0	8592	0.473	-0.108	0.866	1.0	7138	-1.115	-5.342	-3.652
MAP3K15	ENSG00000180815	0.849	1.729	0.233	1.0	3103	0.208	-1.336	0.99	1.0	10500	0.432	-0.274	0.899	1.0	7573	-4.64	-9.921	-6.795
ODC1	ENSG00000115758	0.849	1.728	0.233	1.0	3104	0.692	0.808	0.576	1.0	4980	0.878	1.973	0.165	0.914	2836	5.769	3.614	5.569
PRDM6	ENSG00000061455	0.849	1.728	0.233	1.0	3105	0.667	0.692	0.621	1.0	5258	0.957	3.103	0.018	0.175	1587	-4.57	-5.894	-0.799
KLF9	ENSG00000119138	0.849	1.727	0.234	1.0	3106	0.92	2.438	0.075	0.537	2197	0.926	2.528	0.063	0.461	2150	4.423	5.59	5.46
CDC40	ENSG00000168438	0.849	1.725	0.234	1.0	3107	0.886	2.053	0.146	0.852	2689	0.786	1.301	0.382	1.0	3914	2.663	3.261	1.885
CPLX3	ENSG00000213578	0.849	1.724	0.234	1.0	3108	0.108	-2.114	0.999	1.0	12251	0.879	1.986	0.162	0.903	2816	-2.96	-9.921	-1.456
RCSD1	ENSG00000198771	0.849	1.724	0.235	1.0	3109	0.769	1.2	0.421	1.0	4167	0.776	1.242	0.404	1.0	4030	3.171	2.057	2.194
CLIC3	ENSG00000169583	0.849	1.723	0.235	1.0	3110	0.991	4.696	0.0	0.003	589	0.991	4.702	0.0	0.002	675	1.264	7.17	6.734
FSTL3	ENSG00000070404	0.848	1.722	0.235	1.0	3111	0.672	0.719	0.611	1.0	5194	0.939	2.726	0.042	0.34	1942	3.212	1.155	4.838
FRK	ENSG00000111816	0.848	1.718	0.236	1.0	3112	0.44	-0.243	0.893	1.0	7593	0.865	1.857	0.196	1.0	3016	-0.464	-4.014	0.347
PSMD14	ENSG00000115233	0.848	1.717	0.237	1.0	3113	0.76	1.152	0.44	1.0	4260	0.81	1.451	0.326	1.0	3661	5.119	3.722	4.146
ASL	ENSG00000126522	0.848	1.717	0.237	1.0	3114	0.875	1.947	0.172	0.951	2830	0.878	1.971	0.166	0.916	2837	2.293	2.739	2.776
GSDMC	ENSG00000147697	0.848	1.716	0.237	1.0	3115	0.198	-1.398	0.992	1.0	10654	0.087	-2.352	1.0	1.0	12660	-0.151	-5.985	-6.795
USP53	ENSG00000145390	0.847	1.715	0.237	1.0	3116	0.803	1.406	0.342	1.0	3736	0.9	2.195	0.116	0.718	2533	4.472	3.644	4.936
SLC4A7	ENSG00000033867	0.847	1.714	0.238	1.0	3117	0.741	1.049	0.481	1.0	4478	0.832	1.597	0.275	1.0	3439	1.528	0.303	1.504
PTPRD	ENSG00000153707	0.847	1.714	0.238	1.0	3118	0.841	1.669	0.252	1.0	3290	0.941	2.771	0.038	0.317	1892	-7.386	-6.49	-3.635
INSR	ENSG00000171105	0.847	1.714	0.238	1.0	3119	0.629	0.527	0.682	1.0	5649	0.682	0.764	0.593	1.0	5010	2.269	-0.049	0.64
MYADML2	ENSG00000185105	0.847	1.714	0.238	1.0	3120	0.012	-4.434	1.0	1.0	15084	0.686	0.782	0.586	1.0	4966	2.064	-9.921	0.506
STX1B	ENSG00000099365	0.847	1.714	0.238	1.0	3121	0.072	-2.564	1.0	1.0	13128	0.182	-1.502	0.994	1.0	10771	-2.005	-9.921	-6.795
RAPGEF4	ENSG00000091428	0.847	1.714	0.238	1.0	3122	0.926	2.525	0.064	0.478	2089	0.794	1.349	0.364	1.0	3828	-2.703	-0.613	-2.348
IFFO2	ENSG00000169991	0.847	1.712	0.238	1.0	3123	0.897	2.169	0.121	0.748	2541	0.853	1.756	0.225	1.0	3180	-1.418	-0.15	-0.593
TUSC1	ENSG00000198680	0.847	1.712	0.238	1.0	3124	0.871	1.909	0.182	0.984	2893	0.899	2.184	0.118	0.728	2546	6.296	6.271	6.397
FJX1	ENSG00000179431	0.847	1.711	0.239	1.0	3125	0.977	3.734	0.003	0.046	1059	0.991	4.722	0.0	0.002	669	-1.595	2.749	4.48
PDE7A	ENSG00000205268	0.847	1.711	0.239	1.0	3126	0.611	0.452	0.708	1.0	5833	0.791	1.332	0.37	1.0	3852	2.071	-0.367	1.486
RNF113B	ENSG00000139797	0.847	1.71	0.239	1.0	3127	0.043	-3.104	1.0	1.0	13941	0.115	-2.042	0.999	1.0	12015	-0.838	-9.921	-6.795
ATP5MC2	ENSG00000135390	0.847	1.709	0.239	1.0	3128	0.812	1.464	0.321	1.0	3618	0.862	1.835	0.202	1.0	3054	8.725	7.585	7.749
LDHB	ENSG00000111716	0.847	1.708	0.239	1.0	3129	0.647	0.608	0.653	1.0	5464	0.833	1.609	0.271	1.0	3420	9.254	6.391	7.782
EHBP1L1	ENSG00000173442	0.847	1.707	0.24	1.0	3130	0.873	1.927	0.177	0.969	2865	0.815	1.483	0.314	1.0	3615	2.882	3.248	2.413
MAOA	ENSG00000189221	0.846	1.707	0.24	1.0	3131	0.811	1.457	0.324	1.0	3628	0.852	1.748	0.227	1.0	3190	3.786	3.142	3.61
DNM1L	ENSG00000087470	0.846	1.706	0.24	1.0	3132	0.804	1.41	0.341	1.0	3726	0.841	1.668	0.252	1.0	3323	4.119	3.351	3.74
PLS3	ENSG00000102024	0.846	1.706	0.24	1.0	3133	0.958	3.119	0.017	0.177	1506	0.946	2.868	0.031	0.27	1791	1.052	3.933	3.371
DHX9	ENSG00000135829	0.846	1.706	0.24	1.0	3134	0.867	1.876	0.191	1.0	2943	0.785	1.294	0.385	1.0	3927	3.753	3.931	2.788
CH25H	ENSG00000138135	0.846	1.705	0.24	1.0	3135	0.959	3.143	0.016	0.169	1485	0.036	-3.299	1.0	1.0	14173	1.887	4.733	-6.795
TSSK3	ENSG00000162526	0.846	1.705	0.241	1.0	3136	0.011	-4.542	1.0	1.0	15132	0.03	-3.48	1.0	1.0	14389	2.278	-9.921	-6.795
NDUFC1	ENSG00000109390	0.846	1.704	0.241	1.0	3137	0.776	1.242	0.404	1.0	4073	0.882	2.013	0.155	0.877	2780	10.166	8.454	9.237
OAZ3	ENSG00000143450	0.846	1.704	0.241	1.0	3138	0.91	2.318	0.094	0.623	2359	0.882	2.012	0.156	0.878	2783	0.78	2.129	1.649
CXCL2	ENSG00000081041	0.846	1.703	0.241	1.0	3139	0.99	4.567	0.0	0.004	637	0.932	2.611	0.054	0.409	2051	6.097	11.296	7.001
HSPA1L	ENSG00000204390	0.846	1.703	0.241	1.0	3140	0.795	1.354	0.361	1.0	3850	0.839	1.648	0.258	1.0	3354	2.575	1.861	2.461
CAPN2	ENSG00000162909	0.846	1.703	0.241	1.0	3141	0.945	2.84	0.033	0.291	1772	0.925	2.509	0.066	0.474	2170	4.183	6.206	5.273
CS	ENSG00000062485	0.846	1.703	0.241	1.0	3142	0.582	0.331	0.748	1.0	6149	0.724	0.965	0.514	1.0	4592	6.257	3.169	4.237
SLITRK3	ENSG00000121871	0.846	1.702	0.241	1.0	3143	0.084	-2.384	1.0	1.0	12761	0.855	1.776	0.219	1.0	3157	-2.42	-9.921	-1.351
LTBP3	ENSG00000168056	0.846	1.701	0.242	1.0	3144	0.865	1.856	0.196	1.0	2982	0.919	2.435	0.076	0.528	2248	2.516	2.793	3.803
TCTN1	ENSG00000204852	0.846	1.701	0.242	1.0	3145	0.698	0.839	0.564	1.0	4911	0.902	2.225	0.11	0.694	2491	4.888	2.937	5.348
GSTK1	ENSG00000197448	0.846	1.7	0.242	1.0	3146	0.858	1.802	0.211	1.0	3064	0.889	2.083	0.139	0.814	2684	7.813	7.442	7.462
GON7	ENSG00000170270	0.845	1.699	0.242	1.0	3147	0.82	1.514	0.304	1.0	3525	0.714	0.914	0.534	1.0	4696	6.414	5.628	4.281
STK25	ENSG00000115694	0.845	1.699	0.242	1.0	3148	0.877	1.965	0.167	0.936	2804	0.831	1.592	0.277	1.0	3444	4.272	4.586	3.742
SBNO1	ENSG00000139697	0.845	1.698	0.242	1.0	3149	0.775	1.239	0.406	1.0	4077	0.794	1.35	0.363	1.0	3823	2.981	2.011	2.272
STAT6	ENSG00000166888	0.845	1.698	0.243	1.0	3150	0.938	2.722	0.043	0.354	1885	0.947	2.883	0.03	0.262	1782	3.079	4.994	5.048
UBE2L3	ENSG00000185651	0.845	1.698	0.243	1.0	3151	0.866	1.869	0.192	1.0	2956	0.858	1.797	0.213	1.0	3118	4.359	4.477	4.173
FUT2	ENSG00000176920	0.845	1.698	0.243	1.0	3152	0.765	1.178	0.429	1.0	4213	0.486	-0.055	0.854	1.0	7003	0.453	-0.38	-2.237
ABCD1	ENSG00000101986	0.845	1.697	0.243	1.0	3153	0.785	1.295	0.384	1.0	3964	0.673	0.722	0.61	1.0	5123	-1.235	-1.665	-2.235
FAM120A	ENSG00000048828	0.845	1.696	0.243	1.0	3154	0.737	1.033	0.487	1.0	4513	0.813	1.467	0.32	1.0	3637	3.549	2.121	2.944
FRMD1	ENSG00000153303	0.845	1.695	0.244	1.0	3155	0.406	-0.381	0.916	1.0	7959	0.664	0.681	0.625	1.0	5201	-6.793	-9.921	-6.795
SULF2	ENSG00000196562	0.845	1.694	0.244	1.0	3156	0.991	4.664	0.0	0.003	602	0.956	3.084	0.019	0.181	1607	-2.76	3.549	0.689
CYTH2	ENSG00000105443	0.845	1.693	0.244	1.0	3157	0.926	2.527	0.063	0.476	2087	0.855	1.778	0.218	1.0	3149	3.716	5.193	3.627
PCDHGA8	ENSG00000253767	0.845	1.693	0.244	1.0	3158	0.821	1.52	0.302	1.0	3515	0.419	-0.327	0.908	1.0	7723	1.663	1.384	-1.732
DOK2	ENSG00000147443	0.845	1.693	0.244	1.0	3159	0.746	1.078	0.469	1.0	4426	0.044	-3.069	1.0	1.0	13892	1.357	0.249	-6.795
SLC25A34	ENSG00000162461	0.845	1.692	0.244	1.0	3160	0.829	1.579	0.281	1.0	3413	0.469	-0.125	0.87	1.0	7183	1.569	1.416	-1.45
KRT19	ENSG00000171345	0.844	1.691	0.245	1.0	3161	0.985	4.159	0.001	0.015	818	0.903	2.237	0.108	0.684	2479	0.875	5.836	2.144
TGIF2	ENSG00000118707	0.844	1.69	0.245	1.0	3162	0.905	2.257	0.104	0.672	2437	0.705	0.869	0.552	1.0	4791	2.33	3.429	0.918
CATIP	ENSG00000158428	0.844	1.689	0.245	1.0	3163	0.867	1.873	0.191	1.0	2948	0.955	3.05	0.02	0.194	1636	-2.959	-2.069	0.474
NAA50	ENSG00000121579	0.844	1.689	0.246	1.0	3164	0.824	1.545	0.293	1.0	3466	0.843	1.68	0.248	1.0	3305	4.394	3.897	4.014
C9orf72	ENSG00000147894	0.844	1.688	0.246	1.0	3165	0.821	1.521	0.301	1.0	3512	0.824	1.541	0.294	1.0	3522	2.922	2.527	2.579
ENOSF1	ENSG00000132199	0.844	1.688	0.246	1.0	3166	0.769	1.201	0.42	1.0	4166	0.876	1.957	0.169	0.927	2864	3.666	2.57	3.912
DOCK3	ENSG00000088538	0.844	1.688	0.246	1.0	3167	0.729	0.99	0.504	1.0	4598	0.852	1.747	0.228	1.0	3194	-4.221	-4.924	-2.832
SLC8A3	ENSG00000100678	0.844	1.687	0.246	1.0	3168	0.475	-0.1	0.864	1.0	7205	0.724	0.962	0.515	1.0	4596	-7.422	-9.921	-6.795
RPS28	ENSG00000233927	0.844	1.687	0.246	1.0	3169	0.908	2.289	0.099	0.646	2397	0.922	2.473	0.07	0.501	2206	10.989	11.272	10.738
SCARB1	ENSG00000073060	0.844	1.687	0.246	1.0	3170	0.861	1.826	0.204	1.0	3028	0.642	0.585	0.661	1.0	5439	-1.258	-0.627	-2.476
PDE7B	ENSG00000171408	0.844	1.686	0.246	1.0	3171	0.906	2.271	0.102	0.66	2422	0.712	0.906	0.538	1.0	4717	-2.005	-0.429	-2.516
SHC4	ENSG00000185634	0.844	1.686	0.246	1.0	3172	0.602	0.413	0.721	1.0	5933	0.904	2.239	0.108	0.683	2473	-2.745	-4.721	-0.77
CPN2	ENSG00000178772	0.844	1.686	0.246	1.0	3173	0.074	-2.525	1.0	1.0	13047	0.188	-1.463	0.993	1.0	10675	-2.148	-9.921	-6.795
NR1H3	ENSG00000025434	0.844	1.686	0.246	1.0	3174	0.926	2.529	0.063	0.475	2083	0.943	2.804	0.036	0.301	1858	2.035	3.704	4.087
SCAMP5	ENSG00000198794	0.844	1.686	0.246	1.0	3175	0.4	-0.406	0.92	1.0	8037	0.756	1.129	0.449	1.0	4249	-0.175	-4.012	-0.641
CAPRIN1	ENSG00000135387	0.844	1.685	0.247	1.0	3176	0.825	1.554	0.29	1.0	3451	0.841	1.663	0.254	1.0	3332	3.958	3.529	3.64
KCNJ4	ENSG00000168135	0.844	1.685	0.247	1.0	3177	0.063	-2.708	1.0	1.0	13355	0.576	0.305	0.756	1.0	6092	-1.755	-9.921	-3.367
SLC26A4	ENSG00000091137	0.844	1.685	0.247	1.0	3178	0.95	2.937	0.026	0.249	1662	0.803	1.406	0.343	1.0	3727	-4.135	-1.038	-3.355
UBE2Z	ENSG00000159202	0.843	1.684	0.247	1.0	3179	0.822	1.532	0.297	1.0	3498	0.783	1.283	0.389	1.0	3951	4.525	3.995	3.426
MXRA7	ENSG00000182534	0.843	1.684	0.247	1.0	3180	0.736	1.026	0.49	1.0	4531	0.864	1.846	0.199	1.0	3036	6.026	4.356	5.632
NAPG	ENSG00000134265	0.843	1.683	0.247	1.0	3181	0.832	1.6	0.274	1.0	3385	0.887	2.062	0.144	0.834	2708	4.967	4.526	5.155
GPC1	ENSG00000063660	0.843	1.683	0.247	1.0	3182	0.433	-0.27	0.898	1.0	7666	0.478	-0.089	0.862	1.0	7093	3.694	-0.267	0.347
SIDT2	ENSG00000149577	0.843	1.683	0.247	1.0	3183	0.886	2.047	0.147	0.857	2699	0.893	2.126	0.13	0.778	2620	1.412	2.206	2.398
BOLL	ENSG00000152430	0.843	1.683	0.247	1.0	3184	0.264	-1.026	0.979	1.0	9692	0.509	0.036	0.833	1.0	6768	-5.416	-9.921	-6.795
CDK9	ENSG00000136807	0.843	1.682	0.247	1.0	3185	0.93	2.591	0.056	0.434	2017	0.85	1.737	0.231	1.0	3209	4.494	6.039	4.206
PNP	ENSG00000198805	0.843	1.682	0.247	1.0	3186	0.946	2.857	0.032	0.283	1756	0.788	1.316	0.376	1.0	3885	3.676	5.824	2.802
GPR155	ENSG00000163328	0.843	1.682	0.248	1.0	3187	0.674	0.726	0.608	1.0	5171	0.699	0.844	0.562	1.0	4839	2.847	0.919	1.305
POLR2B	ENSG00000047315	0.843	1.682	0.248	1.0	3188	0.806	1.426	0.335	1.0	3699	0.817	1.498	0.309	1.0	3585	3.742	3.088	3.179
HLA-DMA	ENSG00000204257	0.843	1.681	0.248	1.0	3189	0.991	4.657	0.0	0.003	603	0.925	2.518	0.065	0.468	2161	2.831	8.582	4.234
SEMA4C	ENSG00000168758	0.843	1.68	0.248	1.0	3190	0.919	2.424	0.077	0.546	2217	0.832	1.601	0.274	1.0	3434	2.198	3.655	2.112
GDAP1	ENSG00000104381	0.843	1.68	0.248	1.0	3191	0.889	2.079	0.14	0.827	2659	0.653	0.632	0.644	1.0	5335	1.85	2.67	0.129
AGER	ENSG00000204305	0.843	1.678	0.249	1.0	3192	0.844	1.689	0.245	1.0	3248	0.834	1.616	0.269	1.0	3405	1.882	1.941	1.888
COL2A1	ENSG00000139219	0.842	1.676	0.249	1.0	3193	0.135	-1.858	0.998	1.0	11713	0.311	-0.794	0.964	1.0	8919	-3.622	-9.921	-6.795
TMTC1	ENSG00000133687	0.842	1.676	0.25	1.0	3194	0.915	2.371	0.085	0.585	2280	0.811	1.456	0.324	1.0	3655	0.674	2.194	0.634
TMEM158	ENSG00000249992	0.842	1.676	0.25	1.0	3195	0.012	-4.424	1.0	1.0	15079	0.623	0.5	0.691	1.0	5627	1.958	-9.921	-0.007
UACA	ENSG00000137831	0.842	1.675	0.25	1.0	3196	0.936	2.689	0.046	0.372	1919	0.887	2.062	0.144	0.834	2707	3.897	5.708	4.304
TUBG1	ENSG00000131462	0.842	1.675	0.25	1.0	3197	0.877	1.965	0.167	0.936	2803	0.815	1.486	0.313	1.0	3612	5.417	5.661	4.522
GCK	ENSG00000106633	0.842	1.674	0.25	1.0	3198	0.496	-0.018	0.846	1.0	7002	0.684	0.774	0.59	1.0	4983	0.436	-2.681	-0.753
CXXC5	ENSG00000171604	0.842	1.673	0.25	1.0	3199	0.636	0.557	0.671	1.0	5580	0.718	0.935	0.526	1.0	4657	4.027	1.667	2.435
HOMER1	ENSG00000152413	0.842	1.672	0.251	1.0	3200	0.26	-1.044	0.98	1.0	9749	0.68	0.753	0.598	1.0	5040	2.92	-2.45	1.222
ACVR1	ENSG00000115170	0.842	1.671	0.251	1.0	3201	0.912	2.335	0.091	0.61	2339	0.829	1.577	0.282	1.0	3468	4.945	5.966	4.308
DCC	ENSG00000187323	0.842	1.671	0.251	1.0	3202	0.964	3.299	0.011	0.124	1364	0.996	5.638	0.0	0.0	401	-14.845	-9.921	-4.546
FAM216A	ENSG00000204856	0.842	1.67	0.251	1.0	3203	0.663	0.675	0.627	1.0	5295	0.88	1.997	0.159	0.892	2801	3.767	1.668	4.094
